"","pct","pollster","state","end_date","pollscore","party","methodology","sample_size"
"301",49.3,"AtlasIntel","Georgia",2024-09-25,-0.8,"REP","Online Ad",1200
"302",49.6,"AtlasIntel","Georgia",2024-09-25,-0.8,"REP","Online Ad",1200
"303",37,"Virginia Commonwealth U.","Virginia",2024-09-25,-0.1,"REP","Live Phone/Text-to-Web",832
"304",36.6,"Virginia Commonwealth U.","Virginia",2024-09-25,-0.1,"REP","Live Phone/Text-to-Web",762
"305",52.3,"Emerson","Texas",2024-09-24,-1.1,"REP","Online Panel/Text-to-Web",950
"306",46.2,"Emerson","Virginia",2024-09-24,-1.1,"REP","Online Panel/Text-to-Web",860
"307",44,"YouGov","National",2024-09-24,-1.1,"REP","Online Panel",1424
"308",46,"YouGov","National",2024-09-24,-1.1,"REP","Online Panel",1220
"309",51,"YouGov","Georgia",2024-09-24,-1.1,"REP","Online Panel",1441
"310",49,"Beacon/Shaw","Arizona",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",1021
"311",50,"Beacon/Shaw","Arizona",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",764
"312",50,"Beacon/Shaw","Arizona",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",1021
"313",51,"Beacon/Shaw","Arizona",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",764
"314",47,"Beacon/Shaw","Georgia",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",1006
"315",48,"Beacon/Shaw","Georgia",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",707
"316",48,"Beacon/Shaw","Georgia",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",1006
"317",48,"Beacon/Shaw","Georgia",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",707
"318",49,"Beacon/Shaw","North Carolina",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",787
"319",47,"Beacon/Shaw","North Carolina",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",991
"320",50,"Beacon/Shaw","North Carolina",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",787
"321",48,"Beacon/Shaw","North Carolina",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",991
"322",48,"Beacon/Shaw","Pennsylvania",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",775
"323",46,"Beacon/Shaw","Pennsylvania",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",1021
"324",49,"Beacon/Shaw","Pennsylvania",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",775
"325",48,"Beacon/Shaw","Pennsylvania",2024-09-24,-1.1,"REP","Live Phone/Text-to-Web",1021
"326",50,"Marist","Arizona",2024-09-24,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1416
"327",50,"Marist","Arizona",2024-09-24,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1264
"328",48,"Marist","North Carolina",2024-09-24,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1507
"329",49,"Marist","North Carolina",2024-09-24,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1348
"330",48,"Marist","Georgia",2024-09-24,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1420
"331",50,"Marist","Georgia",2024-09-24,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1220
"332",48.4,"Suffolk","Arizona",2024-09-24,-1,"REP","Live Phone",500
"333",56,"SurveyUSA","Nebraska",2024-09-23,-1.3,"REP","IVR/Online Panel/Text-to-Web",558
"334",31,"University of Maryland/Washington Post","Maryland",2024-09-23,-0.3,"REP","Live Phone/Text-to-Web",1012
"335",32,"University of Maryland/Washington Post","Maryland",2024-09-23,-0.3,"REP","Live Phone/Text-to-Web",1012
"336",31,"University of Maryland/Washington Post","Maryland",2024-09-23,-0.3,"REP","Live Phone/Text-to-Web",1012
"337",32,"University of Maryland/Washington Post","Maryland",2024-09-23,-0.3,"REP","Live Phone/Text-to-Web",1012
"338",49,"RMG Research","Wisconsin",2024-09-23,-0.4,"REP","Online Panel",788
"339",40.48,"Ipsos","National",2024-09-22,-0.9,"REP","Probability Panel",871
"340",44,"Ipsos","National",2024-09-22,-0.9,"REP","Probability Panel",785
"341",38,"Ipsos","National",2024-09-22,-0.9,"REP","Probability Panel",1029
"342",47,"CNN/SSRS","National",2024-09-22,-0.6,"REP","Probability Panel",2074
"343",47,"CNN/SSRS","National",2024-09-22,-0.6,"REP","Probability Panel",2074
"344",48,"Quinnipiac","National",2024-09-22,-0.5,"REP","Live Phone",1728
"345",48,"Quinnipiac","National",2024-09-22,-0.5,"REP","Live Phone",1728
"346",49,"Siena/NYT","Arizona",2024-09-21,-1.5,"REP","Live Phone",713
"347",50,"Siena/NYT","Arizona",2024-09-21,-1.5,"REP","Live Phone",713
"348",47,"Siena/NYT","Arizona",2024-09-21,-1.5,"REP","Live Phone",713
"349",48,"Siena/NYT","Arizona",2024-09-21,-1.5,"REP","Live Phone",713
"350",48,"Siena/NYT","Georgia",2024-09-21,-1.5,"REP","Live Phone",682
"351",49,"Siena/NYT","Georgia",2024-09-21,-1.5,"REP","Live Phone",682
"352",46,"Siena/NYT","Georgia",2024-09-21,-1.5,"REP","Live Phone",682
"353",47,"Siena/NYT","Georgia",2024-09-21,-1.5,"REP","Live Phone",682
"354",48,"Siena/NYT","North Carolina",2024-09-21,-1.5,"REP","Live Phone",682
"355",49,"Siena/NYT","North Carolina",2024-09-21,-1.5,"REP","Live Phone",682
"356",46,"Siena/NYT","North Carolina",2024-09-21,-1.5,"REP","Live Phone",682
"357",47,"Siena/NYT","North Carolina",2024-09-21,-1.5,"REP","Live Phone",682
"358",48,"YouGov","National",2024-09-20,-1.1,"REP","Online Panel",3129
"359",54,"RMG Research","Ohio",2024-09-20,-0.4,"REP","Online Panel",781
"360",48,"Muhlenberg","Pennsylvania",2024-09-19,-1,"REP","Live Phone",450
"361",59,"RMG Research","Montana",2024-09-19,-0.4,"REP","Online Panel",491
"362",43,"University of Massachusetts Lowell/YouGov","Michigan",2024-09-19,-1,"REP","Online Panel",650
"363",46,"University of Massachusetts Lowell/YouGov","Pennsylvania",2024-09-19,-1,"REP","Online Panel",800
"364",43,"Mason-Dixon","Minnesota",2024-09-18,-1.1,"REP","Live Phone",800
"365",45.4,"Suffolk","Michigan",2024-09-18,-1,"REP","Live Phone",500
"366",49.8,"Emerson","Arizona",2024-09-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",868
"367",50.3,"Emerson","Georgia",2024-09-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",975
"368",49.1,"Emerson","Michigan",2024-09-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",875
"369",49,"Emerson","Nevada",2024-09-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",895
"370",49.3,"Emerson","Pennsylvania",2024-09-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",880
"371",49.3,"Emerson","North Carolina",2024-09-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"372",50.3,"Emerson","Wisconsin",2024-09-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"373",46,"MassINC Polling Group","Pennsylvania",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"374",47,"MassINC Polling Group","Pennsylvania",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"375",32,"MassINC Polling Group","Massachusetts",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"376",35,"MassINC Polling Group","Massachusetts",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"377",42,"SurveyUSA","New Mexico",2024-09-18,-1.3,"REP","Online Panel",619
"378",45,"MassINC Polling Group","Wisconsin",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"379",46,"MassINC Polling Group","Wisconsin",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"380",37,"MassINC Polling Group","Connecticut",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"381",40,"MassINC Polling Group","Rhode Island",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"382",43,"MassINC Polling Group","Rhode Island",2024-09-18,-0.8,"REP","Live Phone/Text-to-Web",800
"383",45,"YouGov","National",2024-09-17,-1.1,"REP","Online Panel",1445
"384",44,"Hart/POS","National",2024-09-17,-0.7,"REP","Live Phone",1000
"385",41,"Hart/POS","National",2024-09-17,-0.7,"REP","Live Phone",1000
"386",48,"Marist","Pennsylvania",2024-09-17,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1663
"387",49,"Marist","Pennsylvania",2024-09-17,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1476
"388",47,"Marist","Wisconsin",2024-09-17,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1312
"389",49,"Marist","Wisconsin",2024-09-17,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1194
"390",47,"Marist","Michigan",2024-09-17,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1282
"391",47,"Marist","Michigan",2024-09-17,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1138
"392",45,"Data for Progress","National",2024-09-17,-1.2,"REP","Online Panel",6152
"393",45.6,"Cygnal","North Carolina",2024-09-16,-1.1,"REP","Live Phone/Text-to-Web",600
"394",45,"Angus Reid","National",2024-09-16,-0.1,"REP","Online Panel",1707
"395",48,"Beacon/Shaw","National",2024-09-16,-1.1,"REP","Live Phone/Text-to-Web",1102
"396",48,"Beacon/Shaw","National",2024-09-16,-1.1,"REP","Live Phone/Text-to-Web",876
"397",45,"Quinnipiac","Pennsylvania",2024-09-16,-0.5,"REP","Live Phone",1331
"398",46,"Quinnipiac","Pennsylvania",2024-09-16,-0.5,"REP","Live Phone",1331
"399",45,"Quinnipiac","Michigan",2024-09-16,-0.5,"REP","Live Phone",905
"400",46,"Quinnipiac","Michigan",2024-09-16,-0.5,"REP","Live Phone",905
"401",47,"Quinnipiac","Wisconsin",2024-09-16,-0.5,"REP","Live Phone",1075
"402",48,"Quinnipiac","Wisconsin",2024-09-16,-0.5,"REP","Live Phone",1075
"403",38,"U. New Hampshire","Rhode Island",2024-09-16,-0.3,"REP","Probability Panel",683
"404",31,"U. New Hampshire","Massachusetts",2024-09-16,-0.3,"REP","Probability Panel",564
"405",43,"U. New Hampshire","New Hampshire",2024-09-16,-0.3,"REP","Probability Panel",1695
"406",47,"The Washington Post","Pennsylvania",2024-09-16,-1.2,"REP","Live Phone/Text-to-Web",1003
"407",48,"The Washington Post","Pennsylvania",2024-09-16,-1.2,"REP","Live Phone/Text-to-Web",1003
"408",47,"Siena/NYT","National",2024-09-16,-1.5,"REP","Live Phone",2437
"409",47,"Siena/NYT","National",2024-09-16,-1.5,"REP","Live Phone",2437
"410",46,"Siena/NYT","National",2024-09-16,-1.5,"REP","Live Phone",2437
"411",46,"Siena/NYT","National",2024-09-16,-1.5,"REP","Live Phone",2437
"412",40,"Siena","New York",2024-09-16,-0.8,"REP","Live Phone/Text-to-Web",1003
"413",42,"Siena","New York",2024-09-16,-0.8,"REP","Live Phone/Text-to-Web",1003
"414",46,"Siena/NYT","Pennsylvania",2024-09-16,-1.5,"REP","Live Phone",1082
"415",46,"Siena/NYT","Pennsylvania",2024-09-16,-1.5,"REP","Live Phone",1082
"416",45,"Siena/NYT","Pennsylvania",2024-09-16,-1.5,"REP","Live Phone",1082
"417",45,"Siena/NYT","Pennsylvania",2024-09-16,-1.5,"REP","Live Phone",1082
"418",47,"Noble Predictive Insights","Nevada",2024-09-16,-0.4,"REP","Online Panel/Text-to-Web",692
"419",45,"Noble Predictive Insights","Nevada",2024-09-16,-0.4,"REP","Online Panel/Text-to-Web",812
"420",47,"Noble Predictive Insights","Nevada",2024-09-16,-0.4,"REP","Online Panel/Text-to-Web",692
"421",43,"Noble Predictive Insights","Nevada",2024-09-16,-0.4,"REP","Online Panel/Text-to-Web",812
"422",49.8,"InsiderAdvantage","Pennsylvania",2024-09-15,-0.3,"REP","Text",800
"423",44,"Monmouth","National",2024-09-15,-0.9,"REP","Live Phone/Text-to-Web",803
"424",46.9,"U. Georgia SPIA","Georgia",2024-09-15,-0.2,"REP","Live Phone",1000
"425",41,"Pan Atlantic Research","Maine",2024-09-15,-0.1,"REP","Online Panel",812
"426",32,"Pan Atlantic Research","Maine CD-1",2024-09-15,-0.1,"REP","Online Panel",414
"427",49,"Pan Atlantic Research","Maine CD-2",2024-09-15,-0.1,"REP","Online Panel",398
"428",46,"Franklin and Marshall College","Pennsylvania",2024-09-15,-0.1,"REP","Mail-to-Web/Mail-to-Phone",890
"429",45.6,"Suffolk","Pennsylvania",2024-09-14,-1,"REP","Live Phone",500
"430",46,"Data for Progress","National",2024-09-13,-1.2,"REP","Online Panel",1283
"431",33.3,"Emerson","Maryland",2024-09-13,-1.1,"REP","Online Panel/Text-to-Web",890
"432",55.2,"Emerson","Missouri",2024-09-13,-1.1,"REP","Online Panel/Text-to-Web",850
"433",57.9,"Emerson","Indiana",2024-09-13,-1.1,"REP","Online Panel/Text-to-Web",1000
"434",45,"YouGov","National",2024-09-13,-1.1,"REP","Online Panel",1177
"435",46,"YouGov","National",2024-09-13,-1.1,"REP","Online Panel",1090
"436",44,"YouGov","National",2024-09-13,-1.1,"REP","Online Panel",1175
"437",45,"YouGov","National",2024-09-13,-1.1,"REP","Online Panel",1090
"438",46,"Ipsos","National",2024-09-13,-0.9,"REP","Probability Panel",3276
"439",47,"Ipsos","National",2024-09-13,-0.9,"REP","Probability Panel",2772
"440",46,"Ipsos","National",2024-09-13,-0.9,"REP","Probability Panel",2196
"441",45,"Ipsos","National",2024-09-13,-0.9,"REP","Probability Panel",3276
"442",46,"Ipsos","National",2024-09-13,-0.9,"REP","Probability Panel",2772
"443",46,"Ipsos","National",2024-09-13,-0.9,"REP","Probability Panel",2196
"444",39,"Research & Polling","New Mexico",2024-09-13,-0.9,"REP","Live Phone",532
"445",45,"Elon U.","North Carolina",2024-09-13,-0.6,"REP","Online Panel",800
"446",48.6,"InsiderAdvantage","Michigan",2024-09-12,-0.3,"REP","Text",800
"447",42,"Ipsos","National",2024-09-12,-0.9,"REP","Probability Panel",1405
"448",39,"Ipsos","National",2024-09-12,-0.9,"REP","Probability Panel",1690
"449",43,"St. Anselm","New Hampshire",2024-09-12,-0.5,"REP","Online Panel",2241
"450",43,"St. Anselm","New Hampshire",2024-09-12,-0.5,"REP","Online Panel",2241
"451",48,"Mitchell","Michigan",2024-09-11,-0.2,"REP","IVR/Text-to-Web",580
"452",46,"Mitchell","Michigan",2024-09-11,-0.2,"REP","IVR/Text-to-Web",580
"453",44,"Leger","National",2024-09-11,0,"REP","Online Panel",1174
"454",47,"Selzer","Iowa",2024-09-11,-1.2,"REP","Live Phone",656
"455",45,"YouGov","National",2024-09-10,-1.1,"REP","Online Panel",1464
"456",46.2,"Data Orbital","Arizona",2024-09-09,-0.9,"REP","Live Phone/Text-to-Web",550
"457",29,"PPIC","California",2024-09-09,-0.4,"REP","Probability Panel",1071
"458",46,"Quinnipiac","North Carolina",2024-09-08,-0.5,"REP","Live Phone",940
"459",47,"Quinnipiac","North Carolina",2024-09-08,-0.5,"REP","Live Phone",940
"460",49,"Quinnipiac","Georgia",2024-09-08,-0.5,"REP","Live Phone",969
"461",49,"Quinnipiac","Georgia",2024-09-08,-0.5,"REP","Live Phone",969
"462",42,"Washington Post/George Mason University","Virginia",2024-09-08,-0.8,"REP","Live Phone/Text-to-Web",1005
"463",43,"Washington Post/George Mason University","Virginia",2024-09-08,-0.8,"REP","Live Phone/Text-to-Web",1005
"464",42,"Washington Post/George Mason University","Virginia",2024-09-08,-0.8,"REP","Live Phone/Text-to-Web",1005
"465",43,"Washington Post/George Mason University","Virginia",2024-09-08,-0.8,"REP","Live Phone/Text-to-Web",1005
"466",46,"SurveyUSA","North Carolina",2024-09-07,-1.3,"REP","Online Panel",676
"467",49,"YouGov","Michigan",2024-09-06,-1.1,"REP","Online Panel",1077
"468",50,"YouGov","Pennsylvania",2024-09-06,-1.1,"REP","Online Panel",1078
"469",49,"YouGov","Wisconsin",2024-09-06,-1.1,"REP","Online Panel",946
"470",48,"Siena/NYT","National",2024-09-06,-1.5,"REP","Live Phone",1695
"471",47,"Siena/NYT","National",2024-09-06,-1.5,"REP","Live Phone",1695
"472",48,"Siena/NYT","National",2024-09-06,-1.5,"REP","Live Phone",1695
"473",46,"Siena/NYT","National",2024-09-06,-1.5,"REP","Live Phone",1695
"474",36,"Virginia Commonwealth U.","Virginia",2024-09-06,-0.1,"REP","Live Phone/Text-to-Web",813
"475",35.7,"Virginia Commonwealth U.","Virginia",2024-09-06,-0.1,"REP","Live Phone/Text-to-Web",749
"476",38,"Emerson","California",2024-09-05,-1.1,"REP","Online Panel/Text-to-Web",815
"477",51.1,"Emerson","Florida",2024-09-05,-1.1,"REP","Online Panel/Text-to-Web",815
"478",50.9,"Emerson","Texas",2024-09-05,-1.1,"REP","Online Panel/Text-to-Web",845
"479",54.3,"Emerson","Ohio",2024-09-05,-1.1,"REP","Online Panel/Text-to-Web",945
"480",48,"Marist","National",2024-09-05,-0.9,"REP","Live Phone/Online Panel/Text",1413
"481",48,"Marquette Law School","Wisconsin",2024-09-05,-1.1,"REP","Live Phone/Email",822
"482",48,"Marquette Law School","Wisconsin",2024-09-05,-1.1,"REP","Live Phone/Email",738
"483",43,"Marquette Law School","Wisconsin",2024-09-05,-1.1,"REP","Live Phone/Email",822
"484",43,"Marquette Law School","Wisconsin",2024-09-05,-1.1,"REP","Live Phone/Email",738
"485",47.6,"Emerson","National",2024-09-04,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"486",41,"SurveyMonkey","National",2024-09-04,0.2,"REP","Online Panel",18123
"487",37,"SurveyMonkey","National",2024-09-04,0.2,"REP","Online Panel",20762
"488",47,"Kaiser Family Foundation","National",2024-09-04,-0.3,"REP","Live Phone/Probability Panel",1084
"489",45,"YouGov","National",2024-09-03,-1.1,"REP","Online Panel",1389
"490",49,"Pew","National",2024-09-02,-0.4,"REP","Probability Panel",8044
"491",53,"Cygnal","Alaska",2024-09-01,-1.1,"REP","Live Phone/Text-to-Web",400
"492",49,"YouGov","Texas",2024-08-31,-1.1,"REP","Online Panel",1200
"493",49,"YouGov","Texas",2024-08-31,-1.1,"REP","Online Panel",1200
"494",43,"SurveyUSA","Minnesota",2024-08-29,-1.3,"REP","Online Panel",635
"495",49,"CNN/SSRS","Arizona",2024-08-29,-0.6,"REP","Probability Panel",682
"496",47,"CNN/SSRS","Georgia",2024-08-29,-0.6,"REP","Probability Panel",617
"497",43,"CNN/SSRS","Michigan",2024-08-29,-0.6,"REP","Probability Panel",708
"498",47,"CNN/SSRS","Nevada",2024-08-29,-0.6,"REP","Probability Panel",626
"499",47,"CNN/SSRS","Pennsylvania",2024-08-29,-0.6,"REP","Probability Panel",789
"500",44,"CNN/SSRS","Wisconsin",2024-08-29,-0.6,"REP","Probability Panel",976
"501",48,"RMG Research","National",2024-08-28,-0.4,"REP","Online Panel",2441
"502",47.6,"East Carolina University","North Carolina",2024-08-28,-0.5,"REP","IVR/Text-to-Web",920
"503",51.2,"Emerson","Arizona",2024-08-28,-1.1,"REP","IVR/Online Panel/Text-to-Web",720
"504",47.6,"Emerson","Michigan",2024-08-28,-1.1,"REP","IVR/Online Panel/Text-to-Web",800
"505",48.8,"Emerson","Nevada",2024-08-28,-1.1,"REP","IVR/Online Panel/Text-to-Web",1168
"506",49.4,"Emerson","Pennsylvania",2024-08-28,-1.1,"REP","IVR/Online Panel/Text-to-Web",950
"507",49.8,"Emerson","Wisconsin",2024-08-28,-1.1,"REP","IVR/Online Panel/Text-to-Web",850
"508",49.9,"Emerson","North Carolina",2024-08-28,-1.1,"REP","IVR/Online Panel/Text-to-Web",775
"509",49,"Emerson","Georgia",2024-08-28,-1.1,"REP","IVR/Online Panel/Text-to-Web",800
"510",43.3,"Suffolk","National",2024-08-28,-1,"REP","Live Phone",1000
"511",40,"Ipsos","National",2024-08-28,-0.9,"REP","Probability Panel",3562
"512",38,"Ipsos","National",2024-08-28,-0.9,"REP","Probability Panel",4253
"513",41,"Ipsos","National",2024-08-28,-0.9,"REP","Probability Panel",3562
"514",36,"Ipsos","National",2024-08-28,-0.9,"REP","Probability Panel",4253
"515",45,"YouGov","National",2024-08-27,-1.1,"REP","Online Panel",1368
"516",47,"Quinnipiac","National",2024-08-27,-0.5,"REP","Live Phone",1611
"517",48,"Quinnipiac","National",2024-08-27,-0.5,"REP","Live Phone",1611
"518",46,"Ipsos","National",2024-08-27,-0.9,"REP","Probability Panel",2496
"519",45,"Ipsos","National",2024-08-27,-0.9,"REP","Probability Panel",2496
"520",54,"SurveyUSA","Nebraska",2024-08-27,-1.3,"REP","IVR/Online Panel/Text-to-Web",1293
"521",42,"SurveyUSA","Nebraska CD-2",2024-08-27,-1.3,"REP","IVR/Online Panel/Text-to-Web",507
"522",47,"Beacon/Shaw","Arizona",2024-08-26,-1.1,"REP","Live Phone/Text-to-Web",1014
"523",49,"Beacon/Shaw","Arizona",2024-08-26,-1.1,"REP","Live Phone/Text-to-Web",1014
"524",46,"Beacon/Shaw","Georgia",2024-08-26,-1.1,"REP","Live Phone/Text-to-Web",1014
"525",48,"Beacon/Shaw","Georgia",2024-08-26,-1.1,"REP","Live Phone/Text-to-Web",1014
"526",46,"Beacon/Shaw","Nevada",2024-08-26,-1.1,"REP","Live Phone/Text-to-Web",1026
"527",48,"Beacon/Shaw","Nevada",2024-08-26,-1.1,"REP","Live Phone/Text-to-Web",1026
"528",48,"Beacon/Shaw","North Carolina",2024-08-26,-1.1,"REP","Live Phone/Text-to-Web",999
"529",50,"Beacon/Shaw","North Carolina",2024-08-26,-1.1,"REP","Live Phone/Text-to-Web",999
"530",45,"YouGov","National",2024-08-26,-1.1,"REP","Online Panel",1194
"531",46,"YouGov","National",2024-08-26,-1.1,"REP","Online Panel",1197
"532",36,"YouGov","National",2024-08-26,-1.1,"REP","Online Panel",1788
"533",42,"YouGov","National",2024-08-26,-1.1,"REP","Online Panel",1200
"534",49,"Echelon Insights","National",2024-08-25,-0.8,"REP","Online Panel",1031
"535",45,"Echelon Insights","National",2024-08-25,-0.8,"REP","Online Panel",1031
"536",48,"Echelon Insights","National",2024-08-25,-0.8,"REP","Online Panel",1031
"537",50,"Echelon Insights","National",2024-08-25,-0.8,"REP","Online Panel",1031
"538",46,"Leger","National",2024-08-25,0,"REP","Online Panel",908
"539",46,"Leger","National",2024-08-25,0,"REP","Online Panel",863
"540",40,"Angus Reid","National",2024-08-23,-0.1,"REP","Online Panel",1758
"541",42,"Angus Reid","National",2024-08-23,-0.1,"REP","Online Panel",1758
"542",42.5,"YouGov","Pennsylvania",2024-08-23,-1.1,"REP","Online Panel",500
"543",41,"YouGov","Pennsylvania",2024-08-23,-1.1,"REP","Online Panel",500
"544",42,"YouGov","Wisconsin",2024-08-23,-1.1,"REP","Online Panel",500
"545",40,"YouGov","Wisconsin",2024-08-23,-1.1,"REP","Online Panel",500
"546",43.5,"YouGov","Michigan",2024-08-23,-1.1,"REP","Online Panel",500
"547",41.5,"YouGov","Michigan",2024-08-23,-1.1,"REP","Online Panel",500
"548",46.4,"Emerson","New Mexico",2024-08-22,-1.1,"REP","IVR/Online Panel/Text-to-Web",965
"549",40.2,"Emerson","New Mexico",2024-08-22,-1.1,"REP","IVR/Online Panel/Text-to-Web",965
"550",49,"RMG Research","National",2024-08-22,-0.4,"REP","Online Panel",2404
"551",46,"RMG Research","National",2024-08-22,-0.4,"REP","Online Panel",2404
"552",40,"YouGov","National",2024-08-22,-1.1,"REP","Online Panel",1835
"553",45,"SurveyUSA/High Point University","North Carolina",2024-08-21,-1.3,"REP","Online Panel",1053
"554",47,"SurveyUSA/High Point University","North Carolina",2024-08-21,-1.3,"REP","Online Panel",941
"555",43,"YouGov","National",2024-08-20,-1.1,"REP","Online Panel",1371
"556",43,"Fairleigh Dickinson","National",2024-08-20,-0.6,"REP","Live Phone/Text-to-Web",801
"557",43,"U. New Hampshire","New Hampshire",2024-08-19,-0.3,"REP","Probability Panel",2048
"558",47,"U. New Hampshire","New Hampshire",2024-08-19,-0.3,"REP","Probability Panel",2048
"559",27,"U. New Hampshire","Vermont",2024-08-19,-0.3,"REP","Probability Panel",924
"560",29,"U. New Hampshire","Vermont",2024-08-19,-0.3,"REP","Probability Panel",924
"561",38,"U. New Hampshire","Maine",2024-08-19,-0.3,"REP","Probability Panel",951
"562",41,"U. New Hampshire","Maine",2024-08-19,-0.3,"REP","Probability Panel",951
"563",33,"U. New Hampshire","Maine CD-1",2024-08-19,-0.3,"REP","Probability Panel",490
"564",36,"U. New Hampshire","Maine CD-1",2024-08-19,-0.3,"REP","Probability Panel",476
"565",44,"U. New Hampshire","Maine CD-2",2024-08-19,-0.3,"REP","Probability Panel",443
"566",47,"U. New Hampshire","Maine CD-2",2024-08-19,-0.3,"REP","Probability Panel",432
"567",42,"Remington","Nebraska CD-2",2024-08-17,-0.6,"REP","IVR",656
"568",48,"YouGov","National",2024-08-16,-1.1,"REP","Online Panel",3253
"569",47,"YouGov","National",2024-08-16,-1.1,"REP","Online Panel",3253
"570",44,"Roanoke College","Virginia",2024-08-16,-0.4,"REP","Live Phone/Online Panel",691
"571",42,"Roanoke College","Virginia",2024-08-16,-0.4,"REP","Live Phone/Online Panel",691
"572",47,"Noble Predictive Insights","Arizona",2024-08-16,-0.4,"REP","Online Panel",1003
"573",44,"Noble Predictive Insights","Arizona",2024-08-16,-0.4,"REP","Online Panel",1003
"574",54,"YouGov","Missouri",2024-08-16,-1.1,"REP","Online Panel",900
"575",49.5,"University of Houston/Texas Southern University","Texas",2024-08-16,-0.3,"REP","Online Panel",1365
"576",48,"Siena/NYT","Nevada",2024-08-15,-1.5,"REP","Live Phone",677
"577",48,"Siena/NYT","Nevada",2024-08-15,-1.5,"REP","Live Phone",677
"578",45,"Siena/NYT","Nevada",2024-08-15,-1.5,"REP","Live Phone",677
"579",46,"Siena/NYT","Nevada",2024-08-15,-1.5,"REP","Live Phone",677
"580",45,"Siena/NYT","Arizona",2024-08-15,-1.5,"REP","Live Phone",677
"581",45,"Siena/NYT","Arizona",2024-08-15,-1.5,"REP","Live Phone",677
"582",42,"Siena/NYT","Arizona",2024-08-15,-1.5,"REP","Live Phone",677
"583",43,"Siena/NYT","Arizona",2024-08-15,-1.5,"REP","Live Phone",677
"584",44,"St. Anselm","New Hampshire",2024-08-14,-0.5,"REP","Online Panel",1656
"585",50.7,"Emerson","Pennsylvania",2024-08-14,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"586",47.4,"Emerson","Pennsylvania",2024-08-14,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"587",47.7,"Emerson","National",2024-08-14,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"588",43.5,"Emerson","National",2024-08-14,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"589",49,"RMG Research","National",2024-08-14,-0.4,"REP","Online Panel",2708
"590",46,"RMG Research","National",2024-08-14,-0.4,"REP","Online Panel",2708
"591",46,"Siena/NYT","North Carolina",2024-08-14,-1.5,"REP","Live Phone",655
"592",47,"Siena/NYT","North Carolina",2024-08-14,-1.5,"REP","Live Phone",655
"593",42,"Siena/NYT","North Carolina",2024-08-14,-1.5,"REP","Live Phone",655
"594",44,"Siena/NYT","North Carolina",2024-08-14,-1.5,"REP","Live Phone",655
"595",51,"Siena/NYT","Georgia",2024-08-14,-1.5,"REP","Live Phone",661
"596",50,"Siena/NYT","Georgia",2024-08-14,-1.5,"REP","Live Phone",661
"597",47,"Siena/NYT","Georgia",2024-08-14,-1.5,"REP","Live Phone",661
"598",47,"Siena/NYT","Georgia",2024-08-14,-1.5,"REP","Live Phone",661
